player_name,retro_id,mlb_id,bref_id,fg_id,Team
Dinelson Lamet,lamed001,659275,lametdi01,17186,
Phil Gosselin,gossp001,594838,gosseph01,10953,
Andres Gimenez,gimea001,665926,gimenan01,19950,
JT Brubaker,brubj001,664141,brubajt01,17578,
Matt Peacock,peacm001,676840,peacoma01,20339,
Drew Smyly,smyld001,592767,smylydr01,11760,
John Curtiss,curtj003,595928,curtijo02,16128,
Corbin Martin,martc009,656686,martico02,19884,
Kohl Stewart,stewk001,640464,stewako01,15502,
Tony Gonsolin,gonst001,664062,gonsoto01,19388,
Alec Mills,milla003,621219,millsal02,13834,
Tylor Megill,megit002,656731,megilty01,21318,
Wade LeBlanc,leblw001,453281,leblawa01,5221,
Juan Lagares,lagaj001,501571,lagarju01,5384,
Domingo Leyba,leybd001,642736,leybado01,16404,
Darien Nunez,nuned002,628345,nunezda01,21197,
Cristopher Sanchez,sancc002,650911,sanchcr01,20778,
Yonny Hernandez,herny003,660634,hernayo02,19432,
Jay Jackson,jackj001,543351,jacksja01,7432,
Kyle McGowin,mcgok002,641851,mcgowky01,15071,
Willson Contreras,contw001,575929,contrwi01,11609,
Troy Tulowitzki,tulot001,453064,tulowtr01,3531,
DJ LeMahieu,lemad001,518934,lemahdj01,9874,
Mike Tauchman,taucm001,643565,tauchmi01,15274,
Drew Pomeranz,pomed001,519141,pomerdr01,11426,
Brandon Drury,drurb001,592273,drurybr01,11615,
Genesis Cabrera,cabrg001,650893,cabrege01,17490,
Beau Taylor,taylb003,607333,taylobe11,12384,
Daniel Descalso,descd001,518614,descada01,8392,
Nathaniel Lowe,lowen001,663993,lowena01,19566,
Austin Martin,marta007,668885,martiau01,27462,
Jeff McNeil,mcnej002,643446,mcneije01,15362,
Justyn-Henry Malloy,mallj001,669234,malloju02,29606,
Jackson Chourio,chouj001,694192,chourja01,28806,
David Hamilton,hamid002,666152,hamilda03,27531,
Ty France,frant002,664034,francty01,17982,
Jonatan Clase,clasj001,682729,clasejo01,26599,
Michael Stefanic,stefm001,683021,stefami01,25353,
Jason Vosler,voslj001,613564,vosleja01,16686,
Alex Verdugo,verda001,657077,verdual01,17027,
Luis De Los Santos,delol003,665782,deloslu03,21682,
Kameron Misner,misnk001,670224,misneka01,26374,
Henry Davis,davih001,680779,davishe01,29617,
Alika Williams,willa005,675961,willial04,27604,
Dillon Dingler,dingd001,693307,dingldi01,27464,
Jacob Wilson,wilsj006,805779,wilsoja05,33266,ATH
David Hensley,hensd002,682073,henslda01,25111,
Kyle McCann,mccak004,668832,mccanky01,25575,
Billy Cook,cookb002,695257,cookbi01,29573,
Livan Soto,sotol001,670869,sotoli01,22471,
Hunter Feduccia,feduh001,676439,feduchu01,23372,
Alan Roden,rodea001,702176,rodenal01,31564,
Hayden Senger,sengh001,663584,sengeha01,21489,
Chandler Simpson,simpc001,802415,simpsch01,31912,
Kyren Paris,parik002,677347,parisky01,26420,
Jorge Barrosa,barrj004,678489,barrojo01,23968,
Owen Miller,millo002,680911,milleow01,24655,
Samad Taylor,tayls003,669392,taylosa04,22274,
Brett Baty,batyb001,683146,batybr01,26123,
Jack Winkler,winkj003,676466,winklja01,29830,
Blake Rutherford,ruthb001,666164,ruthebl01,19957,
Brian O'Keefe,okeeb001,657247,okeefbr01,16680,
Evan Carter,carte001,694497,carteev01,27790,
Logan Porter,portl001,682515,portelo01,20626,
Lawrence Butler,butll001,671732,butlela01,22542,
Everson Pereira,peree005,677592,pereiev01,23695,
Nick Gonzales,gonzn001,693304,gonzani01,27490,
Cam Eden,edenc001,686490,edenca01,25476,
Grae Kessinger,kessg001,666197,kessigr01,25813,
Adam Duvall,duvaa001,594807,duvalad01,10950,
Ryan Court,courr001,606956,courtry01,12268,
Ryan Flaherty,flahr001,475247,flahery01,7888,
Casey Sadler,sadlc002,594987,sadleca02,11209,
Will Smith,smitw003,669257,smithwi05,19197,
Andrew Benintendi,benia002,643217,beninan01,17901,
Tyler Flowers,flowt001,452095,flowety01,9134,
Pavin Smith,smitp002,656976,smithpa04,19892,
Cesar Puello,puelc001,527049,puellce01,7216,
Bryan Holaday,holab001,592407,holadbr01,11287,
Jordan Groshans,grosj001,677954,groshjo01,23794,
Jordan Diaz,diazj008,672478,diazjo03,22650,
David Peralta,perad001,444482,peralda01,2136,
Darick Hall,halld003,669742,hallda02,19717,
Dalton Rushing,rushd001,687221,rushida01,31382,
Will Wagner,wagnw001,695238,wagnewi01,29634,
Will Robertson,robew002,683770,roberwi02,25467,
Kyle Teel,teelk001,691019,teelky01,33549,
Alex Freeland,freea001,690976,freelal01,31665,
Drew Gilbert,gilbd001,687551,gilbedr01,31545,
Nathan Church,churn001,701675,churcna01,31357,
Nick Yorke,yorkn001,694377,yorkeni01,27504,
Harry Ford,fordh001,695670,fordha01,29958,
Jhonkensy Noel,noelj001,678877,noeljh01,24257,
Chris Iannetta,iannc001,455104,iannech01,8267,
Spencer Kieboom,kiebs001,571851,kiebosp01,13300,
Daniel Vogelbach,voged001,596129,vogelda01,14130,
Jose Pirela,pirej001,517369,pireljo01,5485,
Dwight Smith,smitd007,596105,smithdw02,13473,
Wilkin Castillo,castw001,446868,castiwi01,5124,
Austin Riley,rilea001,663586,rileyau01,18360,
Kyle Seager,seagk001,572122,seageky01,9785,
J P Martinez,martj012,679881,martijp01,24451,
Seiya Suzuki,suzus001,673548,suzukse01,30116,
Nick Castellanos,castn001,592206,casteni01,11737,
